catalog_entry_no,major_category_text,industry_category_text,gb_code_fragments,target_management,raw_condition,applies_status,predicate_count,normalized_predicates_json,confirmation_questions_json,audit_flags,normalization_confidence,runtime_status,source_page
74,二十六、黑色金属冶炼和压延加工业31,铁合金冶炼314,314,SIMPLIFIED,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,13
74,二十六、黑色金属冶炼和压延加工业31,铁合金冶炼314,314,REGISTRATION,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,13
75,二十七、有色金属冶炼和压延加工业32,常用有色金属冶炼321,321,KEY,铜、铅锌、镍钴、锡、锑、铝、镁、 汞、钛等常用有色金属冶炼（含再生 铜、再生铝和再生铅冶炼）,APPLIES_IF_CONDITION_MET,0,[],[],need_human_normalization,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
75,二十七、有色金属冶炼和压延加工业32,常用有色金属冶炼321,321,SIMPLIFIED,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,14
75,二十七、有色金属冶炼和压延加工业32,常用有色金属冶炼321,321,REGISTRATION,其他,ELSE_CONDITION,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",else_condition_requires_peer_condition_exclusion,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
76,二十七、有色金属冶炼和压延加工业32,贵金属冶炼322,322,KEY,金冶炼3221，银冶炼3222，其他贵 金属冶炼3229,ELSE_CONDITION,4,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3221"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""金冶炼3221，银冶炼3222""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3222"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""3221，银冶炼3222，其他贵金属冶炼""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3229"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""，其他贵金属冶炼3229""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",else_condition_requires_peer_condition_exclusion;condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,14
76,二十七、有色金属冶炼和压延加工业32,贵金属冶炼322,322,SIMPLIFIED,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,14
76,二十七、有色金属冶炼和压延加工业32,贵金属冶炼322,322,REGISTRATION,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,14
77,二十七、有色金属冶炼和压延加工业32,稀有稀土金属冶炼323,323,KEY,钨钼冶炼3231，稀土金属冶炼3232， 其他稀有金属冶炼3239,ELSE_CONDITION,4,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3231"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""钨钼冶炼3231，稀土金属冶炼3""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3232"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""1，稀土金属冶炼3232，其他稀有金属冶""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3239"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""其他稀有金属冶炼3239""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",else_condition_requires_peer_condition_exclusion;condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,14
77,二十七、有色金属冶炼和压延加工业32,稀有稀土金属冶炼323,323,SIMPLIFIED,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,14
77,二十七、有色金属冶炼和压延加工业32,稀有稀土金属冶炼323,323,REGISTRATION,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,14
78,二十七、有色金属冶炼和压延加工业32,有色金属合金制造324,324,KEY,铅基合金制造，年产2 万吨及以上的 其他有色金属合金制造,ELSE_CONDITION,3,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_output"", ""operator"": ""gte"", ""value"": 20000, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""KEY"", ""raw_fragment"": ""年产2万吨及以上"", ""metric_source_keyword"": ""年产"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""2"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""KEY"", ""confidence"": ""HIGH"", ""raw_fragment"": ""基合金制造，年产2万吨及以上的其他""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""请确认 annual_output 对应的实际规模/用量/产能，并提供证据。""]",else_condition_requires_peer_condition_exclusion,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
78,二十七、有色金属冶炼和压延加工业32,有色金属合金制造324,324,SIMPLIFIED,其他,ELSE_CONDITION,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",else_condition_requires_peer_condition_exclusion,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
78,二十七、有色金属冶炼和压延加工业32,有色金属合金制造324,324,REGISTRATION,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,14
79,二十七、有色金属冶炼和压延加工业32,有色金属压延加工325,325,KEY,/,NOT_APPLICABLE_IN_CATALOG,0,[],[],catalog_cell_slash_not_applicable,HIGH,DRAFT_NOT_FOR_RUNTIME,14
79,二十七、有色金属冶炼和压延加工业32,有色金属压延加工325,325,SIMPLIFIED,有轧制或者退火工序的,APPLIES_IF_CONDITION_MET,0,[],[],need_human_normalization,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
79,二十七、有色金属冶炼和压延加工业32,有色金属压延加工325,325,REGISTRATION,其他,ELSE_CONDITION,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",else_condition_requires_peer_condition_exclusion,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
80,二十八、金属制品业33,"结构性金属制品制造331，金属工具制
造 332，集装箱及金属包装容器制造
333，金属丝绳及其制品制造334，建
筑、安全用金属制品制造335，搪瓷制
品制造337，金属制日用品制造338，
铸造及其他金属制品制造339（除黑色
金属铸造3391、有色金属铸造3392）",331;332;333;334;335;337;338;339;3391;3392,KEY,涉及通用工序重点管理的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_key_management"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序重点管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
80,二十八、金属制品业33,"结构性金属制品制造331，金属工具制
造 332，集装箱及金属包装容器制造
333，金属丝绳及其制品制造334，建
筑、安全用金属制品制造335，搪瓷制
品制造337，金属制日用品制造338，
铸造及其他金属制品制造339（除黑色
金属铸造3391、有色金属铸造3392）",331;332;333;334;335;337;338;339;3391;3392,SIMPLIFIED,涉及通用工序简化管理的,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""general_process_simplified_management"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序简化管理"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""references_general_process_109_112"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""涉及通用工序"", ""confidence"": ""HIGH""}]","[""是否涉及名录第109-112类通用工序，且对应通用工序管理类别是什么？""]",requires_general_process_cross_reference_109_112,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
80,二十八、金属制品业33,"结构性金属制品制造331，金属工具制
造 332，集装箱及金属包装容器制造
333，金属丝绳及其制品制造334，建
筑、安全用金属制品制造335，搪瓷制
品制造337，金属制日用品制造338，
铸造及其他金属制品制造339（除黑色
金属铸造3391、有色金属铸造3392）",331;332;333;334;335;337;338;339;3391;3392,REGISTRATION,其他﹡,ELSE_CONDITION,2,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""industrial_building_footnote"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""﹡"", ""confidence"": ""MEDIUM""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？"", ""是否属于注1所限定的工业建筑中生产的排污单位？""]",else_condition_requires_peer_condition_exclusion;asterisk_footnote_requires_industrial_building_condition,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
81,二十八、金属制品业33,金属表面处理及热处理加工336,336,KEY,纳入重点排污单位名录的，专业电镀 企业（含电镀园区中电镀企业），专 门处理电镀废水的集中处理设施，有 电镀工序的，有含铬钝化工序的,APPLIES_IF_CONDITION_MET,3,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""dynamic_key_pollutant_unit_list"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""纳入重点排污单位名录"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""electroplating_process"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""有电镀工序"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""passivation_process"", ""operator"": ""present"", ""target_management"": ""KEY"", ""raw_fragment"": ""钝化"", ""confidence"": ""MEDIUM""}]","[""是否被纳入重点排污单位名录？"", ""是否存在电镀、酸洗、抛光、热浸镀、淬火或钝化等表面处理工序？""]",requires_external_key_pollutant_unit_list,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
81,二十八、金属制品业33,金属表面处理及热处理加工336,336,SIMPLIFIED,除重点管理以外的有酸洗、抛光（电 解抛光和化学抛光）、热浸镀（溶剂 法）、淬火或者无铬钝化等工序的、 年使用10 吨及以上有机溶剂的,APPLIES_IF_CONDITION_MET,7,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""pickling_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""酸洗"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""polishing_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""抛光"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""hot_dip_plating_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""热浸镀"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""quenching_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""淬火"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""process_or_flag"", ""flag"": ""passivation_process"", ""operator"": ""present"", ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""钝化"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""threshold"", ""metric"": ""annual_material_use"", ""operator"": ""gte"", ""value"": 10, ""unit"": ""ton_per_year"", ""inclusive"": true, ""target_management"": ""SIMPLIFIED"", ""raw_fragment"": ""年使用10吨及以上"", ""metric_source_keyword"": ""年使用"", ""metric_inference"": ""DIRECT_PREFIX"", ""confidence"": ""MEDIUM""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""10"", ""token_class"": ""threshold_or_capacity_number"", ""operator"": ""covered_by_threshold_predicate"", ""target_management"": ""SIMPLIFIED"", ""confidence"": ""HIGH"", ""raw_fragment"": ""等工序的、年使用10吨及以上有机溶剂""}]","[""请确认 annual_material_use 对应的实际规模/用量/产能，并提供证据。"", ""是否存在电镀、酸洗、抛光、热浸镀、淬火或钝化等表面处理工序？""]",,HIGH,DRAFT_NOT_FOR_RUNTIME,14
81,二十八、金属制品业33,金属表面处理及热处理加工336,336,REGISTRATION,其他,ELSE_CONDITION,1,"[{""predicate_type"": ""process_or_flag"", ""flag"": ""else_condition"", ""operator"": ""present"", ""target_management"": ""REGISTRATION"", ""raw_fragment"": ""其他"", ""confidence"": ""HIGH""}]","[""是否不满足同一名录条目的重点管理和简化管理条件，从而落入其他/兜底条件？""]",else_condition_requires_peer_condition_exclusion,MEDIUM,DRAFT_NOT_FOR_RUNTIME,14
82,二十八、金属制品业33,铸造及其他金属制品制造339,339,KEY,黑色金属铸造3391（使用冲天炉的）， 有色金属铸造3392（生产铅基及铅青 铜铸件的）,APPLIES_IF_CONDITION_MET,2,"[{""predicate_type"": ""numeric_condition_token"", ""token"": ""3391"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""黑色金属铸造3391（使用冲天炉的）""}, {""predicate_type"": ""numeric_condition_token"", ""token"": ""3392"", ""token_class"": ""industry_code_reference_candidate"", ""operator"": ""review_industry_code_scope"", ""target_management"": ""KEY"", ""confidence"": ""LOW"", ""raw_fragment"": ""），有色金属铸造3392（生产铅基及铅青""}]",[],condition_contains_industry_code_candidate_review_needed,LOW,DRAFT_NOT_FOR_RUNTIME,15
